Álbum,Título da Música,Letra
Sweetener,sweetener,"When life deals us cards (Ayy, ayy, ayy, ayy)
Make everything taste like it is salt (Ayy, ooh, ayy, ayy, ayy)
Then you come through like the sweetener you are  (Ayy, sweetener, ayy, ayy, ayy)
To bring the bitter taste to a halt  (Ayy, sweetener, ayy, ayy, ayy, ayy)

And then you get it, get it, get it, get it (Ayy)
Hit it, hit it, hit it, hit it (Ayy)
Flip it, flip it, flip it
You make me say, ""Oh,"" (Sheesh!) ""Oh"" (Sheesh!)
Twist it, twist it, twist it, twist it
Mix it, and mix it, and mix it, and mix it
Kiss it, kiss it, kiss it
You make me say, ""Oh,"" (Sheesh!) ""Oh"" (Sheesh!)

I like the way (Way) you lick the bowl (You lick the bowl, sheesh)
Somehow your method touches (Sheesh!) my soul (Sheesh, touches my soul, yeah)
It lifts me up (Up) to heights unknown (Ayy, sweetener, sweetener, sweetener, sweetener, sweetener)
So when they ask, ""How's life?"" (Sheesh!) I go (Sheesh!)

When life deals us cards (Ayy, ayy, ayy, ayy)
Make everything taste like it is salt (Ayy, ooh, ayy, ayy, ayy)
Then you come through like the sweetener you are  (Ayy, sweetener, ayy, ayy, ayy)
To bring the bitter taste to a halt  (Ayy, sweetener, ayy, ayy, ayy, ayy)

And then you get it, get it, get it, get it (Ayy)
Hit it, hit it, hit it, hit it (Ayy)
Flip it, flip it, flip it
You make me say, ""Oh,"" (Sheesh!) ""Oh"" (Sheesh!)
Twist it, twist it, twist it, twist it
Mix it, and mix it, and mix it, and mix it
Kiss it, kiss it, kiss it
You make me say, ""Oh,"" (Sheesh!) ""Oh"" (Sheesh!)

Your mama sent (Sent) us horoscopes (Us horoscopes, sheesh)
Had so much fun (Fun) watching them unfold (Sheesh, watching them unfold, yeah)
You said she like me, I smile (Ayy), I know (Sweetener, sweetener, sweetener, sweetener, sweetener)
So when they ask, ""How’s life?"" (Sheesh!) I go (Sheesh!)

When life deals us cards (Ayy, ayy, ayy, ayy)
Make everything taste like it is salt (Ayy, ooh, ayy, ayy, ayy)
Then you come through like the sweetener you are  (Ayy, sweetener, ayy, ayy, ayy)
To bring the bitter taste to a halt  (Ayy, sweetener, ayy, ayy, ayy, ayy)

And then you get it, get it, get it, get it (Ayy)
Hit it, hit it, hit it, hit it (Ayy)
Flip it, flip it, flip it
You make me say, ""Oh,"" (Sheesh!) ""Oh"" (Sheesh!)
Twist it, twist it, twist it, twist it
Mix it, and mix it, and mix it, and mix it
Kiss it, kiss it, kiss it
You make me say, ""Oh,"" (Sheesh!) ""Oh"" (Sheesh!)

And then we lay it back, talk the rest of the night
Things that we can light make me say, ""Oh,"" (Sheesh!) ""Oh"" (Sheesh!)
Talking 'bout what you wanna do, whether it's wrong or right
I am followin’ you 'cause you make me say, ""Oh,"" (Sheesh!) ""Oh"" (Sheesh!)
(Hey) Said I don't know what I'd do without you in my life (ayy), it'd be so sour (Sweetener, ayy)
I'm hoping that everybody can experience what we have in ours (Sweetener, sweetener, ayy, ayy, ayy, sweetener, ayy, ayy, ayy)

When life deals us cards (Ayy, ayy, ayy, ayy)
Make everything taste like it is salt (Sheesh, sheesh!)
Then you come through like the sweetener you are (Ayy, sweetener, ayy, ayy, ayy, ayy)
To bring the bitter taste to a halt (Sheesh, sheesh!)

And then you get it, get it, get it, get it (Ayy)
Hit it, hit it, hit it, hit it (Ayy)
Flip it, flip it, flip it
You make me say, ""Oh,"" (Sheesh!) ""Oh"" (Sheesh!, c'mon)
Twist it, twist it, twist it, twist it
Mix it, and mix it, and mix it, and mix it (Yeah)
Kiss it, kiss it, kiss it (Sweetener, sweetener, sweetener, sweet)
You make me say, ""Oh,"" (Sheesh!) ""Oh"" (Sheesh!)
You make me say, ""Oh,"" babe

Hey, ayy, oh, yeah"
Sweetener,successful,"Yeah, yee, mm
Ah, yeah
Yeah
Ooh-ooh (Ayy), yee

I just got some real good news from work, boy (It's a surprise, surprise)
You can't imagine what I'm 'bout to say (It's a surprise, surprise)
It's so hard to hold back, baby (It's a surprise, surprise)
I'm so excited, I can hardly wait (It's a surprise, surprise)
Listen, babe

Tonight, I'm a baller, babe (Tonight, I'm a baller, babe)
Even way beneath it, ooh, woah (Even way beneath me, shawty)
What else is there to say, boy? (What else is there to say, boy?)
Say, bae, you should play with me, babe (Yeah)

It feels so good to be so young
And have this fun, and be successful (Yee)
I'm so successful (Yeah)
And, girl, you too, you are so young
And beautiful, and so successful (Oh, woah, ayy, yeah)
I'm so successful (Yee)

This ain't nothin' ordinary for me (It's a surprise, surprise)
We ain't goin' to your favorite place (It's a surprise, surprise; Yeah, yeah)
You keep askin', ""What is so special?"" (It's a surprise, surprise)
You really wanna know? You'll have to wait (It's a surprise, surprise)

Tonight, I'm a baller, babe (Tonight, I'm a baller, baby)
Even way beneath it, ooh, woah (Even way beneath me, shawty)
What else is there to say, boy? (What else is there to say, boy?)
Say, bae, you should play with me, babe (Yee)

It feels so good to be so young
And have this fun, and be successful (I, I, I; mm-hm)
I'm so successful
And, girl, you too, you are so young (Mm)
And beautiful, and so successful (Woah, ayy)
I'm so successful (Yeah, yeah)

Let me put my hands over your eyes (It's a surprise, surprise)
Mm, yeah, mmm (It's a surprise, surprise)
Boy (Babe), are you ready for your surprise? (It's a surprise, surprise)
(It's a surprise, surprise)
Mmm, ah, oh, I'ma give it to ya (Mm)
Mmm, ah, oh, I'ma give it to ya (Oh, ayy)
Do you like it, babe? (Do you like it, babe?)
Does it give you chills? (Does it give you chills?)
Does it make you feel (Does it make you feel)
Cold? (Yeah)

Oh-oh-oh, woah
Tonight, I'm a baller, babe (Tonight, I'm a baller, baby)
Even way beneath it, ooh, woah (Even way beneath me, shawty)
What else is there to say, boy? (What else is there to say, boy?)
Say, bae, you should play with me, babe (Yeah)

It feels so good to be so young
And have this fun, and be successful
I'm so successful (Yeah)
And, girl, you too, you are so young
And beautiful, and so successful (Yeah)
I'm so successful (Yeah, yeah)

Mm, na-na-na-na-na
Mm-mm, ah, yeah
Ah-ayy"
Sweetener,everytime,"Back to you, back to you, back to you
Back to you, back to you, back to you
I go back to you, back to you, back to you every time

I get tired of your no-shows
You get tired of my control (Yuh)
They keep telling me to let go
But I don't really let go when I say so (Yuh, yuh)
I keep giving people blank stares (Yuh)
I'm so different when you're not there (Yuh)
It's like something out of Shakespeare
Because I'm really not here when you're not there

I've tried to fight our energy
But every time I think I'm free (Yeah)

You get high and call on the regular
I get weak and fall like a teenager
Why, oh, why does God keep bringing me back to you?
I get drunk, pretend that I'm over it
Self-destruct, show up like an idiot
Why, oh, why does God keep bringing me back to you?

I go back to you, back to you, back to you
Back to you, back to you, back to you
I go back to you, back to you, back to you every time

Just when I get on a new wave (Yuh)
Boy, you look at me and I slip outta my lace
They keep calling me a head-case
'Cause I can't make a good case why we can't change

I've tried to fight our energy (Yee)
But every time I think I'm free (Yeah)

You get high and call on the regular
I get weak and fall like a teenager
Why, oh, why does God keep bringing me (Mm) back to you? (Back to you, baby)
I get drunk, pretend that I'm over it
Self-destruct, show up like an idiot
Why, oh, why does God keep bringing me back to you?
I go back to you, back to you, back to you (I go back to you)
Back to you, back to you, back to you (Back to you)
I go back to you, back to you, back to you every time (I go)
I go back to you, back to you, back to you (You)
Back to you, back to you, back to you
I go back to you, back to you, back to you every time"
Sweetener,breathin,"​​lacigam gnihtemos od oT
​​thgin laiceps ruoy s'thginot tuB

Some days, things just take
Way too much of my energy
I look up and the whole room's spinning
You take my cares away
I can so over-complicate, people tell me to medicate

Feel my blood runnin', swear the sky's fallin'
I know that all this shit's fabricated, mmm
Time goes by and I can't control my mind
Don't know what else to try, but you tell me every time

Just keep breathin' and breathin' and breathin' and breathin'
And oh, I gotta keep, keep on breathin'
Just keep breathin' and breathin' and breathin' and breathin'
And oh, I gotta keep, keep on breathin', mmm-mmm

Sometimes, it's hard to find
Find my way up into the clouds
Tune it out, they can be so loud
You remind me of a time
When things weren't so complicated
All I need is to see your face

Feel my blood runnin', swear the sky's fallin'
I know that all this shit's fabricated, mmm
Time goes by and I can't control my mind
Don't know what else to try, but you tell me every time

Just keep breathin' and breathin' and breathin' and breathin'
And oh, I gotta keep, I keep on breathin'
Just keep breathin' and breathin' and breathin' and breathin'
And oh, I gotta keep, I keep on breathin', mmm, yeah

My, my air, my, my air
My, my air, my air
My, my air, my, my air
My, my air, yeah

Just keep breathin' and breathin' and breathin' and breathin'
And oh, I gotta keep, I keep on breathin'
Just keep breathin' and breathin' and breathin' and breathin'
And oh, I gotta keep, I keep on breathin', mmm, yeah

Feel my blood runnin', swear the sky's fallin', oh, woah
I keep on breathin', oh yeah
Time goes by and I can't control my mind
I keep on breathin', mmm, yeah"
Sweetener,no tears left to cry,"Right now, I'm in a state of mind
I wanna be in like all the time
Ain't got no tears left to cry
So, I'm pickin' it up, pickin' it up
I'm lovin', I'm livin' (Oh, ayy), I'm pickin' it up
I'm pickin' it up, pickin' it up (Yeah)
I'm lovin', I'm livin', I'm pickin' it up (Oh, yeah)

I'm pickin' it up (Yeah), pickin' it up (Yeah, ayy)
Lovin', I'm livin', so we turnin' up (We turnin' it up)
Yeah, we turnin' it up

Ain't got no tears in my body
I ran out, but, boy, I like it
I like it, I like it
Don't matter how, what, where, who tries it
We out here vibin'
We vibin', we vibin'

Comin' out
Even when it's rainin' down
Can't stop now
Can't stop so shut your mouth
Shut your mouth
And if you don't know, then now you know it, babe
Know it, babe, yeah

Right now, I'm in a state of mind
I wanna be in like all the time
Ain't got no tears left to cry
So, I'm pickin' it up, pickin' it up (Oh, yeah)
I'm lovin', I'm livin', I'm pickin' it up
Oh, I just want you to come with me (Ooh)
We on another mentality
Ain't got no tears left to cry (To cry)
So, I'm pickin' it up, pickin' it up (Oh, yeah)
I'm lovin', I'm livin', I'm pickin' it up (Oh)

Pickin' it up (Yeah), pickin' it up (Yeah, ayy)
Lovin', I'm livin', so we turnin' up (We turnin' it up)
Yeah (Yeah), we turnin' it up

They point out the colors in you, I see 'em too
And, boy, I like 'em
I like 'em, I like 'em
We way too fly to partake in all this hate
We out here vibin'
We vibin', we vibin'

Comin' out
Even when it's rainin' down
Can't stop now
Can't stop, so shut your mouth
Shut your mouth
And if you don't know, then now you know it, babe
Know it, babe, yeah

Right now, I'm in a state of mind
I wanna be in like all the time
Ain't got no tears left to cry
So, I'm pickin' it up, pickin' it up (Oh, yeah)
I'm lovin', I'm livin', I'm pickin' it up
Oh, I just want you to come with me (Ooh)
We on another mentality (Oh)
Ain't got no tears left to cry (To cry)
So, I'm pickin' it up, pickin' it up (Oh, yeah)
I'm lovin', I'm livin', I'm pickin' it up

Comin' out
Even when it's rainin' down
Can't stop now (Mm-oh)
Shut your mouth
Ain't got no tears left to cry
Oh, yeah, oh, yeah

Oh, I just want you to come with me (Me)
We on another mentality
Ain't got no tears left to cry (Cry)
So, I'm pickin' it up (Yeah), pickin' it up (Oh, yeah)
I'm lovin', I'm livin', I'm pickin' it up (Pickin' it up)

Pickin' it up (Mm), pickin' it up (Mm)
Lovin', I'm livin', so we turnin' up (Mm-hm)
Yeah, we turnin' it up"
Sweetener,borderline,"Let's go

Baby, I just want you to be mine (Woo)
Won’t you give me a bit of your time? Oh, woah
Chasin' you, no, I won't stop tryin’
Just meet me at the borderline (Exclusive)
(Woo)

You play hard-to-get
But I know you want me, too (Woo)
Ain't out here looking for other dudes
So I'ma keep it tight for you (Mm)

You know I'm the wifey type, babe (Rrah, woo)
You know I be one of a kind, oh, woah
Once you tastin' my ice cream (Ice cream), I bet you won't ever leave (Ever leave)
I know it's hard to believe (Believe)
Boy, you got me all on my knees
(Light it up, though, light it up, though)
Quit playin' too hard for me
(Light it up, though, light it up, though)
Stop playin’, too hard for me (Let’s go)

Baby, I just want you to be mine (Woo)
Won't you give me a bit o’ your time? Oh, woah
Chasin' you, no, I won't stop tryin'
Just meet me at the borderline (Ooh)

Seems like I’m comin' on strong
But I don't want this time to pass (Woo)
I know you got a lot of chicks hollerin' at you
But I bet they cannot last (Rrah)

You know I'm the wifey type, babe (Woo)
You know I be one of a kind, oh, woah (Let's go)
Once you tastin' my ice cream (Ice cream), I bet you won't ever leave (Ever leave)
I know it's hard to believe (Believe)
Boy, you got me all on my knees
(Light it up, though, light it up, though)
Quit playin' too hard for me
(Light it up, though, light it up, though)
Stop playing, too hard for me

Baby, I just want you to be mine, mm (Woo)
Won't you give me a bit of your time? Oh, woah (Light up)
Chasin' you, no, I won't stop tryin'
Just meet me at the borderline

Uh, I'm like, you got me so on a chase
Got me feelin' so out of place
Think 'bout you all of my days
Wish you'd chew on me like fresh grapes
Not tryna cuff you or crowd your space
I'm tryna find cute words just to say
""Dang, you fine, and look at that face""
At the borderline, beside me, you lay (Woo)

Baby, I just want you to be mine, mm
Won't you give me a bit of your time? Oh, woah
Chasin' you, no, I won't stop tryin'
Just meet me at the borderline"
Sweetener,better off,"You keep me in your orbit
Well, I know I'm a hard one to please
Give it too much importance
My love will have you fall to your knees
I tell 'em this too often
Know better than to bark up my tree
Just for me to fall and leave
Nah, I'd rather just watch you smoke and drink, yeah

Steering clear of any headaches to start
And if we're being honest
I'd rather your body than half of your heart
Or jealous-ridden comments
That come when you let in them feelings that I don't want
I never let 'em know too much
Hate gettin' too emotional (Woah), yeah

I'm better off without him
I'm better off being a wild one
On the road a lot, had to keep it a thousand
So that I'm better off not being around ya

Go on and face it, I'll never be ready for you, ready for you
I swear my love is a curse, make you head over shoes, head over shoes
Let's put them topics to bed and go fuck on the roof, just to say that we did it
You keep insisting I listen to your proposition, I dismiss 'em all, no offense, yeah

Steering clear of any headaches to start
And if we're being honest
I'd rather your body than half of your heart
Or jealous-ridden comments
That come when you let in them feelings that I don't want
I never let 'em know too much
Hate gettin' too emotional, yeah

I'm better off without him
I'm better off being a wild one
On the road a lot, had to keep it a thousand
So that I'm better off not being around ya (No, yeah)

I'm better off without him
I'm better off being a wild one
On the road a lot, had to keep it a thousand
So that I'm better off not being around ya, uh"
Sweetener,goodnight n go,"Tell me why you gotta look at me that way
You know what it does to me
So, baby, what you tryna say? Ayy
Lately, all I want is you on top of me
You know where your hands should be
So, baby, won't you come show me? Mm
I got you, I got you dreamin' (Ah)
You close your eyes and you're screamin' (Ah)
Play with your mind for no reason
I know you love how I tease it (Ah-ah)
You know that I'm playin', so don't be mistaken
You already know what I'm thinkin', boy

Oh, why'd you have to be so cute?
It's impossible to ignore you, woah
Why must you make me laugh so much?
It's bad enough we get along so well

Just say goodnight and go
Ooh, ooh, ooh
Just say goodnight and go
Ooh, ooh, ooh
Just say goodnight and go

One of these days
You'll miss your train and come stay with me
(It's always say goodnight and go)
We'll have drinks and talk about things
And any excuse to stay awake with you
And you'd sleep here, I'd sleep there
But then the heating may be down again
(At my convenience)
We'd be good, we'd be great together

Why'd you have to be so cute?
It's impossible to ignore you, woah
Why must you make me laugh so much?
It's bad enough we get along so well

Just say goodnight and go
Ooh, ooh, ooh
Just say goodnight and go (I know how you want it, baby, just like this)
Ooh (Know you're thinkin' 'bout it, baby, just one kiss)
Ooh (While you're lookin' at 'em, baby, read my lips)
Ooh (I know what you want, but you can't have this)

Da-da-da-da-da-da-da-da-da-da-da-da-da
Da-da-da-da-da-da-da-da-da-da-da-da-da
Da-da-da-da-da-da-da-da-da-da-da-da-da
Da-da-da-da-da-da-da-da-da-da-da-da-da

Wanna say goodnight
Wanna say goodnight and go
Wanna say goodnight
Baby, say goodnight and go
Wanna say goodnight
Say goodnight and go"
Sweetener,pete davidson,"Mm, yeah, yuh

I thought you into my life (Woah), look at my mind (Yuh)
No better place or a time (Look), how they align
Universe must have my back, fell from the sky into my lap
And I know you know that you're my soulmate and all that

I’m like
Ooh-ooh, ooh, ooh
My whole life got me ready for you
Ooh-ooh, ooh, ooh

Got me happy, happy
I'ma be happy, happy (Yeah)
I'ma be happy, happy
Won’t get no crying from me, yeah
Gonna be happy, happy
I'ma be happy, happy (Happy)
I'ma be happy, happy, yeah
Gonna be happy, happy
I'ma be happy, happy
I'ma be happy, happy, yeah
Gonna be happy, happy
I'ma be happy, happy
I'ma be happy, happy, yeah"
Sweetener,get well soon,"You can feel it, feel it
(Yeah, yeah)

They say my system is overloaded
(Girl, what's wrong with you? Come back down)
I'm too much in my head, did you notice? Mm-mm
(Girl, what's wrong with you? Come back down)
My body's here on Earth, but I'm floatin'
(Girl, what's wrong with you? Come back down; Down)
Disconnected, so sometimes, I feel frozen and alone

This is for everybody
Babe, you gotta take care of your body (Yeah, yeah, yeah)
Ain't no time to deny it (Yeah), that is why we talking about it (Get better)
Yeah, we talking about it (Get better, get better)
To deal with it, don't try to get by it (Get better, get better)
Ain't no time to deny it (Get better, get better)
So we had to sit down and just write it (Get better)

Want you to get better (Woo!)
My life is so controlled by the what-ifs
(Girl, what's wrong with you? Come back down)
Is there anybody else whose mind does this, mm-mm?
(Girl, what's wrong with you? Come back down)
Down, down, down, down
Is there such a ladder to get above this? (Down, down, down, down, down, down, down, down, down, down, down, down)
(Girl, what's wrong with you? Come back down)
(Down, down, down, down)
Maybe I should ground myself where the mud is (Down, down, down, down, down, down, down, down)
Before I'm gone

This is for everybody
Babe, you gotta take care of your body (Uh-huh; Yuh, yuh)
Ain't no time to deny it (Yuh; Oh, yeah), that is why we talking about it (Yuh, yuh; Baby)
(Get better)
Yeah, we talking about it (Get better, get better)
To deal with it, don't try to get by it (Get better, get better; Ooh)
Ain't no time to deny it (Get better, get better; Yeah)
So we had to sit down and just write it (Get better)

You can work your way to the top (You can feel it, feel it)
(Ooh; Oh, my)
Just know that there's up and downs and there's drops (You can feel it, feel it)
(Ooh; Oh-ayy)
Unfollow fear and just say ""You are blocked"" (You can feel it, feel it, yuh)
(Ooh)
Just know there is so much room at the top (You can feel it, feel it, yee)
(Ooh)

(Ah, ah, ah)
Well, here's one thing you can trust (Yuh)
It take you and me to make us (Yeah)
One of those days you had enough (Yeah), I'll be there (Yeah, yuh, yuh, yuh)
'Cause if it ain't one thing, it's another (It's another)
When you need someone to pull you out the bubble (Out the bubble)
I'll be right there just to hug you (Just to hug you), I'll be there (Yuh, yuh, hey)
Where are you? Are you home? (Where are you? Are you home?)
Call me right on the phone (Call me right on the phone)
I'll be there (Ayy, sheesh), yeah, I'll be there (Yuh, yuh)
I don't care who is gone (I don't care who is gone), you shouldn't be alone (You shouldn't be alone)
I'll be there (Mm-mm), there

You can work your way to the top (Woo!) (You can feel it, feel it, woo)
(I'm with you, I'm with you, I'm with you, just call me, I'm with you, I'm with you)
Just know that there's up and downs and there's drops (You can feel it, feel it, babe)
(I'm with you, I'm with you, I'm with you, just call me, I'm with you, I'm with you; Ah, ayy)
Unfollow fear and just say, ""You are blocked"" (You can feel it, feel it, yuh)
(I'm with you, I'm with you, I'm with you, just call me, I'm with you, I'm with you; Ah-ah)
Just know there is so much room at the top (You can feel it, feel it, yee)
(I'm with you, I'm with you, I'm with you, just call me, no matter the issue)
No matter what

(Ah-ah-ah)
Here's one thing you can trust (Yeah)
It take you and me to make us (Yeah, yeah, yeah)
One of those days you had enough (Yeah, yeah, yeah), I'll be there, I'll be there (I'll be there)
'Cause if it ain't one thing, it's another (It's another)
If you need someone to pull you out the bubble (Out the bubble)
I'll be right there just to hug you (Just to hug you, yee), I'll be there (I'll be there)
Where are you? Are you home? (Where are you? Are you home?) Call me right on the phone (Call me right on the phone)
I'll be there (I'll be there), yeah, I'll be there
I don't care who is gone (I don't care who is gone), you shouldn't be alone (You shouldn't be alone)
I'll be there, ooh, there

You can work your way to the top (You can feel it, feel it)"
"Thank U, Next",imagine,"Step up, the two of us, nobody knows us
Get in the car like, ""Skrrt""
Staying up all night, order me pad thai
Then we gon' sleep 'til noon
Me with no makeup, you in the bathtub
Bubbles and bubbly, ooh
This is a pleasure, feel like we never
Act this regular

Click, click, click and post
Drip-drip-dripped in gold
Quick, quick, quick, let's go
Kiss me and take off your clothes

Imagine a world like that
Imagine a world like that
We go like up 'til I'm 'sleep on your chest
Love how my face fits so good in your neck
Why can't you imagine a world like that?
Imagine a world

Knew you were perfect after the first kiss
Took a deep breath like, ""Ooh""
Feels like forever, baby, I never
Thought that it would be you
Tell me your secrets, all of the creep shit
That's how I know it's true
Baby, direct it, name in the credits
Like the movies do

Click, click, click and post
Drip-drip-dripped in gold
Quick, quick, quick, let's go
Kiss me and take off your clothes

Imagine a world like that
Imagine a world like that
We go like up 'til I'm 'sleep on your chest
Love how my face fits so good in your neck
Why can't you imagine a world like that?
Imagine a world

Can you imagine it?
Can you imagine it?
Can you imagine it?
Can you imagine it?
Can you imagine it? (Can you imagine?)
Can you imagine it? (Can you imagine?)
Can you imagine it? (Can you imagine?)
Ooh, imagine it (Can you imagine?)
Imagine it, imagine it
Imagine it, imagine it
Imagine, imagine
Imagine, imagine
Imagine, imagine"
"Thank U, Next",needy,"If you take too long to hit me back
I can't promise you how I’ll react
But all I can say is at least I'll wait for you
Lately, I've been on a roller coaster
Tryna get a hold of my emotions
But all that I know is I need you close

I’ma scream and shout for what I love
Passionate, but I don't give no fucks
I admit that I'm a lil' messed up
But I can hide it when I'm all dressed up
I'm obsessive and I love too hard
Good at overthinking with my heart
How you even think it got this far, this far?

And I can be needy, way too damn needy
I can be needy, tell me how good it feels to be needed
I can be needy, so hard to please me
I know it feels so good to be needed

Sorry if I'm up and down a lot (Yeah)
Sorry that I think I'm not enough
And sorry if I say sorry way too much
You can go ahead and call me selfish (Selfish)
But after all this damage, I can’t help it (Help it)
But what you can trust is I need your touch

I’ma scream and shout for what I love
Passionate, but I don't give no fucks
I admit that I’m a lil' messed up
But I can hide it when I'm all dressed up
I'm obsessive and I love too hard
Good at overthinking with my heart
How you even think it got this far, this far?

And I can be needy, way too damn needy
I can be needy, tell me how good it feels to be needed
I can be needy, so hard to please me
I know it feels so good to be needed"
"Thank U, Next",NASA,"This is one small step for woman
One giant leap for woman-kind

I'd rather be alone tonight
You can say ""I love you"" through the phone tonight
Really don’t wanna be in your arms tonight
I'll just use my covers to stay warm tonight
Think I'm better off here all alone tonight
Ain’t no checkin' on when I get home tonight
Just makin' sure I'm good on my own tonight
Even though there isn't nothin' wrong tonight

Yeah, I'm just sayin', baby
I can’t really miss you if I’m with you
And when I miss you, it'll change the way I kiss you
Baby, you know time apart is beneficial
It’s like I'm the universe and you be N-A-S-A

Give you the whole world, I'ma need space
I'ma need space, I’ma, I'ma need
You know I'm a star; space, I'ma need space
I'ma need space, I'ma, I'ma need space (N-A-S-A)
Give you the whole world, I'ma need space
I'ma need space, I'ma, I'ma need
You know I'm a star; space, I'ma need space
I'ma need space, I'ma, I'ma need space (N-A-S-A)

Bottom line
Usually, I would love it if you stayed the night
I just think I'm on another page tonight
It ain't nothing wrong with saying I need me time
Usually, I would orbit around you
But gravity seems to be the only thing that's pulling me
You'll be my rise and shine soon as them stars align, mmm

Baby, I can't really miss you if I'm with you
And when I miss you, it'll change the way I kiss you
Baby, you know time apart is beneficial
It's like I'm the universe and you be N-A-S-A

Give you the whole world, I'ma need space
I'ma need space, I'ma, I'ma need
You know I'm a star; space, I'ma need space
I'ma need space, I'ma, I'ma need space (N-A-S-A)
Give you the whole world, I'ma need space
I'ma need space, I'ma, I'ma need
You know I'm a star; space, I'ma need space
I'ma need space, I'ma, I'ma need space (N-A-S-A)

You don't wanna leave me, but I'm tryna self-discover
Keep me in your orbit and you know you'll drag me under
You don't wanna leave me, but I'm tryna self-discover
(You don't wanna leave me, but I'm tryna self-discover)
Keep me in your orbit and you know you'll drag me under
(Keep me in your orbit and you know you'll drag me under)

I'd rather be alone tonight (Mmm)
You can say ""I love you"" through the phone tonight
Ah, hmm-mmm"
"Thank U, Next",bloodline,"Because I'm trying to do the best I can
And they can't find something to satisfy me, ugh
Mmm, yeah, yuh

Even though you're bad for me, I know
You're the one that I'm thinkin'
Got me feelin' so incredible
Would you mind maybe linkin'?

Love me, love me, baby
Are you down? Can you let me know?
Love me, thank you, leave me
Put it down, then it's time to go
Get it like you love me
But you don't, boy, it's just for show
Take it or leave it, you gotta take it or leave it like uh

Don't want you in my bloodline, yeah
Just wanna have a good time, yeah
And no need to apologize, no
But you gon' have to let this shit go
Don't want you in my bloodline, yeah
Not tryna make you all mine, yeah
And no need to apologize, no
But you gon' have to let this shit go, yeah

Yeah-eh-eh
Yeah-eh
Yeah, yeah, yuh

No, we won't be talking the next day
I ain't got nothin' to say (Hell nah)
I ain't lookin' for my one true love
Yeah, that ship sailed away

Love me, love me, baby
Are you down? Can you let me know?
Love me, thank you, leave me
Put it down, then it's time to go
Get it like you love me
But you don't, boy, it's just for show
Take it or leave it, you gotta take it or leave it like uh

Don't want you in my bloodline, yeah
Just wanna have a good time, yeah
And no need to apologize, no
But you gon' have to let this shit go
Don't want you in my bloodline, yeah (Don't want you in my)
Not tryna make you all mine, yeah (Not tryna make you)
And no need to apologize, no (And no need to, yeah)
But you gon' have to let this shit go, yeah

Oh, yeah
Yeah-eh-eh
Yeah-eh
Yeah, yeah, yeah

Say I know what you want, what you want from me
I know what you think, what you think you see (So what you think)
I know what you looking for, but I'm complete (Yee)
I know what you need, but it won't be me
I know what you want, what you want from me
I know what you think, what you think you see
I know what you looking for, but I'm complete
I know what you need, but it won't be me (But it won't be me)

Don't want you in my bloodline, yeah (Don't want you in my bloodline)
Just wanna have a good time, yeah (Just tryna have a good time)
And no need to apologize, no (No)
But you gon' have to let this shit go (Yeah, yeah)
Don't want you in my bloodline, yeah
Not tryna make you all mine, yeah
And no need to apologize, no
But you gon' have to let this shit go, yeah

Woo
Yeah-eh-eh, yeah
Yeah, yeah, yeah
Yeah-eh-eh
Yeah, yeah, yeah
Yeah, yeah, yeah"
"Thank U, Next",fake smile,"After laughter comes tears
After laughter comes tears

Another night, another party, sayin' hi to everybody
I’m sorry, it's time to leave, I gotta leave now
Got somewhere I gotta be now, I'm starving
Can somebody walk me to my car?
If I go alone, I’m not gon' make it very far
I'm happy for the love and all of the above
If I'm being honest, I done been through way too much

I can't fake another smile
I can't fake like I'm alright
Woo, ah (Woo, ah)
And I won't say I’m feeling fine
After what I been through, I can’t lie
Woo, ah (Woo, ah)

Fuck a fake smile, smile
Fuck a fake smile, fake smile

I read the things they write about me
Hear what they're sayin’ on the TV, it's crazy
It's gettin' hard for them to shock me
But every now and then, it’s shocking, don't blame me
I know it's the life that I chose
But baby, I'm grateful, I want you to know
I'm happy for the love and all of the above
If I'm being honest, I done been through way too much

I can't fake another smile
I can't fake like I'm alright
Woo, ah (Woo, ah)
And I won't say I'm feeling fine
After what I been through, I can't lie
Woo, ah (Woo, ah)

Fuck a fake smile, smile
Fuck a fake smile, fake smile

If I'm hurt, I ain't gon' lie about it
Arms crossed with the attitude, lips pouted
If I'm mad, I ain't gon' lie about it
Neck roll with the attitude, yuh
If I'm hurt, I ain't gon' lie about it
Arms crossed with the attitude, lips pouted
If I'm mad, I ain't gon' lie about it
Neck roll with the attitude, yuh

I can't fake another smile (And I can't fake)
I can't fake like I'm alright (Another smile)
Woo, ah (Woo, ah) (Ooh)
And I won't say I'm feeling fine (I'm feeling fine)
After what I been through, I can't lie
Woo, ah (Woo, ah)

Fuck a fake smile, smile
Fuck a fake smile, fake smile (Yeah)"
